code,dividend,count,record_months,fetched_date
5971,80.0,1,4,2026-07-06
5973,18.0,2,3;9,2026-07-06
5974,23.0,1,3,2026-07-06
5975,100.0,2,3;9,2026-07-06
5976,71.0,2,3;9,2026-07-06
5981,70.0,2,3;9,2026-07-06
5982,125.0,2,2;8,2026-07-06
5983,330.0,2,3;9,2026-07-06
5984,23.0,2,3;9,2026-07-06
5985,30.0,2,3;9,2026-07-06
5986,6.0,1,3,2026-07-06
5987,20.0,1,6,2026-07-06
5988,92.0,2,3;9,2026-07-06
5989,70.0,2,3;9,2026-07-06
5990,60.0,2,3;9,2026-07-06
5991,66.0,2,3;9,2026-07-06
5992,90.0,2,3;9,2026-07-06
5994,25.0,2,3;9,2026-07-06
5997,20.0,1,12,2026-07-06
5998,50.0,1,3,2026-07-06
6005,74.0,2,3;9,2026-07-06
6013,108.0,2,3;9,2026-07-06
6016,100.0,2,3;9,2026-07-06
6018,91.0,2,3;9,2026-07-06
6022,30.0,1,3,2026-07-06
6023,69.0,2,3;9,2026-07-06
6029,3.5,1,12,2026-07-07
6030,22.0,1,6,2026-07-06
6031,4.5,1,12,2026-07-06
6033,68.0,1,3,2026-07-06
6035,113.0,2,3;9,2026-07-06
6036,60.0,1,6,2026-07-06
6037,13.0,2,1;7,2026-07-06
6038,22.0,1,6,2026-07-06
6039,13.0,1,3,2026-07-06
6040,5.0,2,1;7,2026-07-06
6042,120.0,1,3,2026-07-06
6044,28.0,1,5,2026-07-06
6045,25.0,2,3;9,2026-07-06
6047,18.3,1,5,2026-07-06
6050,38.0,1,9,2026-07-06
6055,35.0,1,3,2026-07-06
6058,36.0,1,2,2026-07-06
6059,10.0,2,3;9,2026-07-06
6061,13.0,1,6,2026-07-06
6062,34.0,1,6,2026-07-06
6063,10.0,1,12,2026-07-06
6069,36.0,1,3,2026-07-06
6070,120.0,1,3,2026-07-06
6071,13.0,1,12,2026-07-06
6072,1.0,1,3,2026-07-07
6073,62.0,2,3;9,2026-07-06
6074,21.0,2,3;9,2026-07-06
6078,27.0,2,6;12,2026-07-06
6080,68.34,1,9,2026-07-06
6082,15.0,1,3,2026-07-06
6083,70.0,2,5;11,2026-07-06
6086,22.0,1,2,2026-07-06
6087,102.0,1,9,2026-07-06
6088,26.0,1,3,2026-07-06
6089,44.0,1,3,2026-07-06
6090,18.0,1,6,2026-07-06
6091,28.0,1,7,2026-07-06
6092,24.0,1,3,2026-07-06
6093,6.0,2,2;8,2026-07-06
6096,8.0,1,3,2026-07-06
6098,26.0,2,3;9,2026-07-06
6099,16.0,1,12,2026-07-06
6101,98.0,2,3;9,2026-07-06
6103,100.0,2,3;9,2026-07-06
6104,140.0,2,3;9,2026-07-06
6113,64.0,2,3;9,2026-07-06
6118,39.0,1,3,2026-07-06
6125,160.0,2,3;9,2026-07-06
6134,190.0,2,3;9,2026-07-06
6135,340.0,2,3;9,2026-07-06
6136,84.0,2,5;11,2026-07-06
6137,50.0,1,3,2026-07-06
6138,35.0,1,3,2026-07-06
6140,34.0,2,3;9,2026-07-06
6141,105.0,2,6;12,2026-07-06
6143,35.0,2,6;12,2026-07-06
6144,90.0,2,3;9,2026-07-06
6145,82.0,2,3;9,2026-07-06
6146,109.0,1,3,2026-07-06
6147,10.0,1,3,2026-07-06
6149,70.0,1,12,2026-07-06
6150,80.0,1,5,2026-07-06
6151,32.0,2,3;9,2026-07-06
6155,10.0,2,3;9,2026-07-06
6156,100.0,1,6,2026-07-06
6157,30.0,2,3;9,2026-07-06
6158,38.0,2,3;9,2026-07-06
6159,12.0,1,8,2026-07-06
6161,31.0,1,3,2026-07-06
6165,20.0,2,3;9,2026-07-06
6166,10.0,1,3,2026-07-07
6167,40.0,1,3,2026-07-06
6171,12.0,2,6;12,2026-07-06
6176,15.0,1,9,2026-07-06
6178,60.0,2,3;9,2026-07-06
6180,210.0,1,12,2026-07-06
6182,7.0,1,2,2026-07-07
6183,60.0,2,2;8,2026-07-06
6184,20.0,1,1,2026-07-06
6186,15.0,2,3;9,2026-07-06
6189,40.0,2,3;9,2026-07-06
6191,13.0,1,9,2026-07-06
6193,15.0,1,3,2026-07-06
6194,33.0,1,9,2026-07-06
6195,8.4,2,3;9,2026-07-06
6196,180.0,1,9,2026-07-06
6197,22.0,2,3;9,2026-07-06
6198,6.25,1,9,2026-07-07
6199,17.4,1,8,2026-07-06
6200,29.5,1,9,2026-07-06
6203,20.0,1,3,2026-07-06
6208,20.0,1,3,2026-07-06
6209,210.0,2,3;9,2026-07-06
6217,15.0,1,11,2026-07-07
6218,12.0,1,3,2026-07-06
6222,20.0,2,3;9,2026-07-06
6223,70.0,1,12,2026-07-06
6224,34.0,2,2;8,2026-07-06
6226,38.0,2,3;9,2026-07-06
6227,50.0,1,6,2026-07-06
6228,7.0,1,12,2026-07-06
6229,50.0,1,3,2026-07-06
6230,75.0,2,3;9,2026-07-06
6231,200.0,1,3,2026-07-06
6233,10.0,1,9,2026-07-06
6235,56.0,2,6;12,2026-07-06
6237,92.0,2,3;9,2026-07-06
6238,40.0,1,3,2026-07-06
6239,35.0,1,6,2026-07-06
6240,20.0,2,3;9,2026-07-06
6245,84.0,2,3;9,2026-07-06
6246,92.0,2,3;9,2026-07-06
6247,55.0,2,3;9,2026-07-06
6248,60.0,2,3;9,2026-07-06
6249,100.0,2,3;9,2026-07-06
6250,110.0,2,6;12,2026-07-06
6254,85.0,2,3;9,2026-07-06
6255,10.0,1,8,2026-07-06
6257,55.0,2,3;9,2026-07-06
6258,75.0,1,3,2026-07-06
6262,15.0,1,3,2026-07-06
6264,56.0,2,2;8,2026-07-06
6265,50.0,2,6;12,2026-07-06
6266,34.0,1,12,2026-07-06
6267,120.0,2,1;7,2026-07-06
6268,82.0,2,6;12,2026-07-06
6269,200.0,2,6;12,2026-07-06
6272,60.0,2,3;9,2026-07-06
6273,1000.0,2,3;9,2026-07-06
6276,10.0,1,12,2026-07-06
6277,130.0,2,3;9,2026-07-06
6278,130.0,2,6;12,2026-07-06
6279,20.0,2,2;8,2026-07-06
6282,95.0,2,3;9,2026-07-06
6284,200.0,1,9,2026-07-06
6286,28.0,2,3;9,2026-07-06
6287,80.0,2,3;9,2026-07-06
6289,54.0,2,2;8,2026-07-06
6291,55.0,1,12,2026-07-06
6292,38.0,2,3;9,2026-07-06
6294,76.0,2,3;9,2026-07-06
6298,45.0,2,3;9,2026-07-06
6301,190.0,2,3;9,2026-07-06
6302,145.0,2,6;12,2026-07-06
6305,190.0,2,3;9,2026-07-06
6306,42.0,2,3;9,2026-07-06
6307,15.0,1,3,2026-07-06
6309,72.0,2,4;10,2026-07-06
6310,45.0,1,12,2026-07-06
6315,24.0,1,3,2026-07-06
6316,75.0,1,9,2026-07-06
6317,64.0,2,3;9,2026-07-06
6322,54.0,2,3;9,2026-07-06
6323,20.0,1,2,2026-07-06
6324,20.0,2,3;9,2026-07-06
6325,10.0,2,3;9,2026-07-06
6326,52.0,2,6;12,2026-07-06
6327,14.0,1,6,2026-07-06
6328,75.0,2,6;12,2026-07-06
6330,25.0,1,3,2026-07-06
6331,120.0,2,3;9,2026-07-06
6332,88.0,2,3;9,2026-07-06
6333,132.0,2,3;9,2026-07-06
6334,6.0,1,3,2026-07-06
6335,11.0,1,3,2026-07-07
6336,36.0,1,1,2026-07-06
6337,100.0,2,3;9,2026-07-06
6338,40.0,1,9,2026-07-06
6339,48.0,2,3;9,2026-07-06
6340,95.0,2,6;12,2026-07-06
6342,100.0,2,3;9,2026-07-06
6343,0.6,1,3,2026-07-06
6345,65.0,2,3;9,2026-07-06
6346,120.0,2,3;9,2026-07-06
6347,6.0,1,3,2026-07-06
6349,75.0,2,3;9,2026-07-06
6351,36.0,2,3;9,2026-07-06
6356,10.0,2,3;9,2026-07-06
6357,95.0,2,3;9,2026-07-06
6358,110.0,2,3;9,2026-07-06
6360,100.0,1,3,2026-07-06
6361,66.0,2,6;12,2026-07-06
6363,64.0,2,3;9,2026-07-06
6364,72.0,2,3;9,2026-07-06
6365,190.0,2,3;9,2026-07-06
6366,7.5,1,3,2026-07-07
6367,360.0,2,3;9,2026-07-06
6368,132.0,2,3;9,2026-07-06
6369,105.0,2,3;9,2026-07-06
6370,134.0,2,3;9,2026-07-06
6371,80.0,2,3;9,2026-07-06
6376,50.0,2,6;12,2026-07-06
6378,41.0,1,3,2026-07-06
6379,117.0,2,3;9,2026-07-06
6380,20.0,2,3;9,2026-07-06
6381,93.0,2,3;9,2026-07-06
6382,61.0,2,3;9,2026-07-06
6383,82.0,2,6;12,2026-07-06
6384,70.0,1,3,2026-07-06
6387,60.0,1,7,2026-07-06
6390,70.0,2,3;9,2026-07-06
6391,70.0,1,3,2026-07-06
6392,220.0,2,3;9,2026-07-06
6393,150.0,2,3;9,2026-07-06
6395,34.0,2,6;12,2026-07-06
6396,50.0,1,3,2026-07-06
6400,7.0,1,12,2026-07-06
6402,45.0,1,3,2026-07-06
6405,35.0,2,3;9,2026-07-06
6407,71.0,2,3;9,2026-07-07
6408,100.0,1,3,2026-07-06
6412,80.0,2,3;9,2026-07-06
6413,50.0,1,3,2026-07-06
6417,150.0,2,3;9,2026-07-07
6418,40.0,2,3;9,2026-07-06
6419,150.0,2,3;9,2026-07-06
6420,89.0,1,3,2026-07-06
6424,23.0,1,3,2026-07-06
6425,40.0,1,12,2026-07-07
6428,12.0,1,3,2026-07-06
6430,100.0,2,3;9,2026-07-06
6432,220.0,2,2;8,2026-07-06
6433,2.0,1,3,2026-07-06
6436,180.0,2,3;9,2026-07-06
6440,15.0,1,12,2026-07-06
6444,20.0,1,3,2026-07-07
6445,60.0,2,3;9,2026-07-06
6448,100.0,2,3;9,2026-07-06
6454,40.0,1,3,2026-07-06
6455,64.0,2,3;9,2026-07-06
6457,154.0,2,3;9,2026-07-06
6458,50.0,2,3;9,2026-07-06
6459,60.0,2,6;12,2026-07-06
6460,55.0,2,3;9,2026-07-06
6463,56.0,2,3;9,2026-07-06
6464,81.0,2,6;12,2026-07-07
6465,115.0,2,6;12,2026-07-06
6466,40.0,2,3;9,2026-07-06
6467,6.0,2,3;9,2026-07-06
6469,20.0,1,2,2026-07-06
6470,30.0,1,3,2026-07-06
6471,34.0,2,3;9,2026-07-06
6472,13.0,2,3;9,2026-07-06
6473,70.0,2,3;9,2026-07-06
6474,100.0,1,11,2026-07-06
6479,60.0,2,3;9,2026-07-06
6480,32.0,2,3;9,2026-07-06
6481,184.0,2,6;12,2026-07-06
6482,20.0,2,3;9,2026-07-06
6484,85.0,2,3;9,2026-07-06
6485,60.0,2,3;9,2026-07-06
6486,70.0,1,3,2026-07-06
6488,36.0,1,3,2026-07-06
6490,105.0,2,3;9,2026-07-07
6492,50.0,2,3;9,2026-07-06
6493,20.0,2,3;9,2026-07-06
6494,1.0,1,3,2026-07-07
6495,2.0,1,3,2026-07-06
6496,110.0,2,5;11,2026-07-06
6497,45.0,2,6;12,2026-07-06
6498,59.0,2,6;12,2026-07-06
6501,28.0,1,3,2026-07-06
6503,60.0,2,3;9,2026-07-06
6504,107.0,1,3,2026-07-06
6505,75.0,1,5,2026-07-06
6506,72.0,2,2;8,2026-07-06
6507,161.0,1,3,2026-07-06
6508,136.0,2,3;9,2026-07-06
6513,40.0,2,3;9,2026-07-06
6516,170.0,2,3;9,2026-07-06
6517,120.0,2,3;9,2026-07-06
6518,25.0,1,3,2026-07-06
6523,42.0,2,3;9,2026-07-06
6524,40.0,2,6;12,2026-07-06
6525,47.0,2,3;9,2026-07-06
6526,50.0,2,3;9,2026-07-06
6532,130.0,2,2;8,2026-07-06
6533,13.0,1,12,2026-07-06
6535,27.0,1,7,2026-07-06
6537,8.0,1,12,2026-07-07
6538,5.0,1,3,2026-07-06
6539,56.0,1,3,2026-07-06
6540,78.0,1,12,2026-07-06
6543,33.0,2,2;8,2026-07-06
6544,19.0,1,3,2026-07-07
6545,25.0,1,3,2026-07-06
6546,34.0,2,6;12,2026-07-06
6547,40.0,1,6,2026-07-06
6549,42.0,2,3;9,2026-07-06
6551,20.0,1,9,2026-07-06
6554,50.0,1,9,2026-07-06
6555,18.0,2,2;8,2026-07-07
6560,40.0,1,12,2026-07-06
6561,42.0,1,12,2026-07-06
6564,20.0,1,3,2026-07-06
6566,29.0,1,3,2026-07-07
6568,33.0,2,3;9,2026-07-06
6570,40.0,2,3;9,2026-07-06
6571,40.0,1,6,2026-07-06
6572,6.5,1,2,2026-07-06
6574,1.0,1,3,2026-07-06
6577,20.0,1,7,2026-07-06
6578,9.0,1,2,2026-07-06
6580,19.0,1,3,2026-07-06
6584,6.0,2,3;9,2026-07-06
6586,79.0,1,3,2026-07-06
6588,40.0,2,3;9,2026-07-06
6590,64.0,1,3,2026-07-06
6592,56.0,2,6;12,2026-07-06
6594,42.5,2,3;9,2026-07-06
6597,32.0,1,6,2026-07-06
6599,58.0,1,3,2026-07-06
6614,15.0,1,3,2026-07-06
6615,10.0,2,3;9,2026-07-06
6616,56.0,2,3;9,2026-07-06
6617,134.0,2,3;9,2026-07-06
6619,2.5,1,12,2026-07-07
6622,210.0,2,3;9,2026-07-06
6625,18.0,1,3,2026-07-06
6626,56.0,1,3,2026-07-06
6627,17.0,1,12,2026-07-07
6629,33.0,1,3,2026-07-06
6630,9.0,2,6;12,2026-07-06
6632,20.0,2,3;9,2026-07-06
6633,10.0,1,12,2026-07-06
6635,16.0,2,6;12,2026-07-06
6637,56.0,2,3;9,2026-07-06
6638,55.0,2,3;9,2026-07-06
6643,130.0,2,3;9,2026-07-06
6644,49.0,2,3;9,2026-07-06
6645,42.0,1,3,2026-07-07
6647,60.0,1,3,2026-07-06
6648,66.0,2,3;9,2026-07-06
6651,154.0,2,3;9,2026-07-06
6652,130.0,2,3;9,2026-07-06
6653,55.0,2,6;12,2026-07-06
6654,32.0,2,1;7,2026-07-06
6656,3.0,1,4,2026-07-07
6658,20.0,1,3,2026-07-06
6662,3.0,1,6,2026-07-07
6663,3.0,1,12,2026-07-06
6664,5.0,1,11,2026-07-07
6666,10.0,2,3;9,2026-07-06
6668,24.0,2,2;8,2026-07-06
6674,98.0,2,3;9,2026-07-06
6675,125.0,2,3;9,2026-07-06
6676,60.0,2,3;9,2026-07-06
6677,152.0,1,9,2026-07-06
6678,93.0,1,3,2026-07-06
6694,32.0,1,12,2026-07-06
6699,25.0,2,3;9,2026-07-06
6701,40.0,2,3;9,2026-07-06
6702,55.0,2,3;9,2026-07-06
6703,65.0,1,3,2026-07-06
6706,105.0,2,3;9,2026-07-06
6707,30.0,2,3;9,2026-07-07
6718,130.0,2,3;9,2026-07-06
6723,28.0,1,12,2026-07-07
6724,80.0,2,3;9,2026-07-06
6727,24.0,2,3;9,2026-07-06
6728,164.0,1,6,2026-07-06
6730,41.0,1,3,2026-07-06
6736,20.0,1,3,2026-07-06
6737,115.0,2,3;9,2026-07-06
6741,56.0,2,3;9,2026-07-06
6742,27.0,2,3;9,2026-07-06
6743,36.0,1,3,2026-07-06
6744,116.0,2,3;9,2026-07-06
6745,40.0,2,3;9,2026-07-06
6748,20.0,1,12,2026-07-06
6750,58.0,2,3;9,2026-07-06
6752,54.0,2,3;9,2026-07-06
6753,40.0,1,3,2026-07-07
6754,50.0,2,3;9,2026-07-06
6757,40.0,1,1,2026-07-06
6758,35.0,2,3;9,2026-07-06
6762,40.0,2,3;9,2026-07-06
6763,125.0,2,3;9,2026-07-06
6768,16.0,2,3;9,2026-07-06
6769,15.0,1,12,2026-07-06
6770,64.0,2,3;9,2026-07-06
6771,15.0,1,3,2026-07-06
6772,160.0,1,3,2026-07-06
6776,5.0,1,3,2026-07-06
6777,230.0,2,3;9,2026-07-06
6778,20.0,1,7,2026-07-06
6779,30.0,2,3;9,2026-07-06
6785,88.0,2,6;12,2026-07-06
6787,160.0,2,3;9,2026-07-06
6788,130.0,1,3,2026-07-06
6794,115.0,2,3;9,2026-07-06
6797,50.0,1,3,2026-07-06
6798,100.0,2,3;9,2026-07-06
6800,64.0,2,3;9,2026-07-06
6803,1.0,1,3,2026-07-06
6804,77.0,2,3;9,2026-07-06
6806,520.0,2,3;9,2026-07-06
6807,50.0,2,3;9,2026-07-06
6809,85.0,2,3;9,2026-07-06
6810,56.0,2,3;9,2026-07-06
6814,160.0,2,2;8,2026-07-06
6817,53.0,2,6;12,2026-07-06
6819,20.0,1,3,2026-07-06
6820,87.0,2,3;9,2026-07-06
6822,80.0,2,3;9,2026-07-06
6823,90.0,2,3;9,2026-07-06
6824,95.0,1,3,2026-07-06
6832,54.0,2,3;9,2026-07-06
6834,120.0,2,3;9,2026-07-06
6835,9.0,2,6;12,2026-07-06
6837,9.0,1,3,2026-07-06
6838,5.0,1,10,2026-07-06
6841,92.0,2,3;9,2026-07-06
6844,100.0,1,3,2026-07-06
6845,50.0,2,3;9,2026-07-06
6848,22.0,1,3,2026-07-06
6849,33.0,2,3;9,2026-07-06
6850,60.0,2,3;9,2026-07-06
6853,21.0,2,6;12,2026-07-06
6855,80.0,2,3;9,2026-07-06
6856,490.0,2,6;12,2026-07-06
6857,20.0,2,3;9,2026-07-06
6858,30.0,2,6;12,2026-07-06
6859,115.0,2,3;9,2026-07-06
6861,350.0,2,3;9,2026-07-06
6862,30.0,2,3;9,2026-07-06
6863,105.0,2,3;9,2026-07-06
6864,36.0,1,3,2026-07-06
6866,200.0,2,6;12,2026-07-06
6867,15.0,1,3,2026-07-06
6869,40.0,2,3;9,2026-07-06
6870,78.0,2,6;12,2026-07-06
6871,72.0,1,12,2026-07-07
6874,90.0,1,6,2026-07-06
6875,260.0,1,3,2026-07-06
6877,150.0,2,3;9,2026-07-06
6882,40.0,2,3;9,2026-07-06
6888,25.0,1,6,2026-07-06
6890,200.0,1,12,2026-07-06
6894,90.0,1,3,2026-07-06
6897,13.0,2,2;8,2026-07-06
6899,80.0,1,3,2026-07-06
6902,74.0,2,3;9,2026-07-06
6904,10.0,1,3,2026-07-06
6905,60.0,2,5;11,2026-07-06
6907,30.0,2,3;9,2026-07-07
6908,110.0,1,3,2026-07-06
6912,59.0,1,3,2026-07-06
6914,65.0,2,6;12,2026-07-06
6915,160.0,1,12,2026-07-06
6918,106.0,2,3;9,2026-07-06
6919,80.0,2,3;9,2026-07-06
6920,329.0,2,6;12,2026-07-06
6923,111.0,2,3;9,2026-07-06
6925,70.0,1,3,2026-07-06
6926,4.0,1,3,2026-07-07
6927,59.0,1,3,2026-07-06
6928,77.0,2,3;9,2026-07-06
6929,165.0,1,12,2026-07-06
6932,88.0,2,3;9,2026-07-06
6941,150.0,2,3;9,2026-07-06
6943,100.0,2,3;9,2026-07-06
6946,15.0,1,3,2026-07-06
6947,150.0,2,3;9,2026-07-06
6951,132.0,2,3;9,2026-07-06
6952,40.0,2,3;9,2026-07-06
6954,107.09,2,3;9,2026-07-06
6958,20.0,1,3,2026-07-06
6960,230.0,2,3;9,2026-07-06
6961,90.0,2,3;9,2026-07-06
6962,28.0,2,3;9,2026-07-06
6963,50.0,2,3;9,2026-07-07
6964,20.0,1,3,2026-07-06
6965,38.0,2,3;9,2026-07-06
6966,19.0,2,1;7,2026-07-06
6969,15.0,1,3,2026-07-06
6971,56.0,2,3;9,2026-07-06
6976,90.0,2,3;9,2026-07-06
6977,30.0,2,6;12,2026-07-06
6981,70.0,2,3;9,2026-07-06
6982,12.0,1,3,2026-07-06
6986,10.0,1,3,2026-07-06
6988,64.0,2,3;9,2026-07-06
6989,95.0,2,3;9,2026-07-06
6994,24.0,2,3;9,2026-07-06
6995,120.0,2,3;9,2026-07-06
6996,39.0,2,3;9,2026-07-06
6997,25.0,1,3,2026-07-06
6998,60.0,2,3;9,2026-07-06
6999,39.0,2,3;9,2026-07-06
7003,60.0,2,3;9,2026-07-06
7004,38.0,1,3,2026-07-06
7011,29.0,2,3;9,2026-07-06
7012,40.0,2,3;9,2026-07-06
7013,23.0,2,3;9,2026-07-06
7014,60.0,2,3;9,2026-07-06
7018,40.0,1,3,2026-07-06
7021,30.0,2,3;9,2026-07-06
7022,7.5,1,3,2026-07-06
7030,38.0,2,3;9,2026-07-06
7033,50.0,1,12,2026-07-06
7036,17.0,1,12,2026-07-06
7037,10.0,1,12,2026-07-06
7038,50.0,1,12,2026-07-07
7039,95.0,2,6;12,2026-07-06
7040,35.0,2,3;9,2026-07-06
7042,22.0,1,3,2026-07-06
7043,11.0,1,12,2026-07-06
7044,5.0,1,12,2026-07-06
7046,10.0,1,3,2026-07-06
7047,13.0,1,3,2026-07-06
7050,73.0,1,4,2026-07-06
7057,33.0,1,3,2026-07-06
7058,90.0,1,3,2026-07-06
7059,45.0,2,3;9,2026-07-06
7060,32.0,2,3;9,2026-07-06
7061,25.0,1,12,2026-07-06
7062,10.57,1,3,2026-07-06
7065,35.0,1,8,2026-07-06
7066,16.0,1,9,2026-07-07
7067,10.0,1,3,2026-07-06
7068,20.0,2,5;11,2026-07-06
7071,4.0,1,9,2026-07-06
7073,55.0,1,1,2026-07-06
7075,11.0,1,3,2026-07-06
7079,100.0,1,3,2026-07-06
7080,23.0,1,12,2026-07-06
7081,37.0,2,6;12,2026-07-06
7083,12.0,1,11,2026-07-06
7084,95.0,2,3;9,2026-07-06
7085,25.0,2,2;8,2026-07-06
7087,43.0,2,3;9,2026-07-06
7091,5.0,1,3,2026-07-06
7094,22.0,2,3;9,2026-07-06
7095,55.0,1,4,2026-07-06
7096,25.0,1,3,2026-07-07
7097,28.0,2,1;7,2026-07-06
7102,50.0,2,3;9,2026-07-06
7110,20.0,1,7,2026-07-06
7115,37.0,1,12,2026-07-06
7119,40.0,2,3;9,2026-07-06
7120,44.0,1,3,2026-07-06
7122,50.0,1,3,2026-07-06
7126,19.0,1,7,2026-07-07
7128,101.0,2,6;12,2026-07-06
7129,30.0,2,3;9,2026-07-06
7130,80.0,1,3,2026-07-06
7131,96.0,1,10,2026-07-06
7133,20.0,1,3,2026-07-06
7134,42.5,1,3,2026-07-06
7135,3.0,1,6,2026-07-06
7148,125.4,2,3;9,2026-07-06
7150,10.0,2,3;9,2026-07-06
7161,5.0,1,3,2026-07-06
7162,3.0,1,3,2026-07-07
7164,123.0,2,3;9,2026-07-06
7167,40.0,2,3;9,2026-07-06
7172,108.0,2,6;12,2026-07-06
7173,30.0,2,3;9,2026-07-06
7175,73.0,2,3;9,2026-07-06
7177,57.58,2,6;12,2026-07-06
7180,38.0,2,3;9,2026-07-06
7181,50.0,2,3;9,2026-07-06
7182,93.0,1,3,2026-07-06
7183,3.0,1,3,2026-07-06
7184,75.0,2,3;9,2026-07-06
7185,39.0,1,3,2026-07-06
7186,47.0,2,3;9,2026-07-06
7187,60.0,2,3;9,2026-07-06
7189,140.0,2,3;9,2026-07-06
7191,49.5,2,3;9,2026-07-06
7192,30.0,1,3,2026-07-06
7196,20.0,1,1,2026-07-06
7198,40.0,2,3;9,2026-07-06
7199,64.0,2,3;9,2026-07-06
7201,5.0,1,3,2026-07-07
7202,94.0,2,3;9,2026-07-06
7203,100.0,2,3;9,2026-07-06
7208,41.0,2,3;9,2026-07-06
7211,10.0,2,3;9,2026-07-06
7212,20.0,2,3;9,2026-07-06
7213,26.0,1,3,2026-07-06
7214,47.0,2,3;9,2026-07-06
7215,29.0,1,3,2026-07-07
7217,18.0,1,3,2026-07-06
7218,34.0,2,3;9,2026-07-06
7219,65.0,1,8,2026-07-06
7220,40.0,2,3;9,2026-07-06
7222,13.0,2,3;9,2026-07-06
7224,58.0,2,3;9,2026-07-06
7226,120.0,2,3;9,2026-07-06
7228,150.0,1,12,2026-07-06
7231,135.0,2,3;9,2026-07-06
7235,77.0,2,3;9,2026-07-06
7236,800.0,2,3;9,2026-07-06
7238,10.0,2,3;9,2026-07-07
7239,115.0,2,3;9,2026-07-06
7240,140.0,2,3;9,2026-07-06
7241,45.0,2,3;9,2026-07-06
7242,108.0,2,3;9,2026-07-06
7244,18.0,2,6;12,2026-07-06
7245,36.0,2,3;9,2026-07-06
7246,44.0,2,3;9,2026-07-06
7247,15.0,2,3;9,2026-07-06
7254,20.0,2,3;9,2026-07-06
7255,7.0,1,3,2026-07-06
7256,36.0,2,3;9,2026-07-07
7259,75.0,2,3;9,2026-07-06
7261,55.0,2,3;9,2026-07-06
7264,47.0,2,3;9,2026-07-06
7265,110.0,1,10,2026-07-06
7266,32.0,2,3;9,2026-07-06
7267,70.0,2,3;9,2026-07-06
7269,51.0,2,3;9,2026-07-06
7270,116.0,2,3;9,2026-07-06
7271,38.0,2,3;9,2026-07-06
7272,50.0,2,6;12,2026-07-06
7273,3.0,1,3,2026-07-06
7276,58.0,2,3;9,2026-07-06
7277,8.0,2,3;9,2026-07-06
7278,350.0,2,3;9,2026-07-06
7279,80.0,2,4;10,2026-07-06
7280,30.0,1,3,2026-07-06
7282,103.0,2,3;9,2026-07-06
7283,80.0,2,3;9,2026-07-06
7284,50.0,2,3;9,2026-07-06
7287,90.0,2,3;9,2026-07-06
7291,25.0,2,3;9,2026-07-06
7292,240.0,2,3;9,2026-07-06
7294,33.0,2,3;9,2026-07-06
7296,160.0,2,3;9,2026-07-06
7297,30.0,2,3;9,2026-07-06
7299,54.0,2,3;9,2026-07-06
7305,150.0,2,3;9,2026-07-06
7309,363.0,2,6;12,2026-07-06
7313,92.0,2,3;9,2026-07-06
7314,40.0,1,12,2026-07-06
7317,10.0,1,3,2026-07-06
7320,20.0,2,6;12,2026-07-06
7322,44.0,2,3;9,2026-07-06
7325,20.0,1,6,2026-07-06
7326,59.0,1,3,2026-07-06
7327,76.0,2,3;9,2026-07-06
7337,70.0,2,3;9,2026-07-06
7343,70.0,2,3;9,2026-07-06
7345,5.5,1,3,2026-07-07
7347,22.0,1,12,2026-07-06
7350,200.0,2,3;9,2026-07-06
7351,10.0,1,8,2026-07-06
7352,0.5,1,8,2026-07-06
7354,9.5,1,12,2026-07-06
7357,25.0,2,2;8,2026-07-06
7358,47.0,1,12,2026-07-06
7359,30.0,1,12,2026-07-07
7361,44.0,1,9,2026-07-06
7366,15.0,1,3,2026-07-06
7367,15.5,2,3;9,2026-07-06
7368,65.0,2,3;9,2026-07-06
7370,36.8,2,5;11,2026-07-06
7371,13.0,1,6,2026-07-06
7373,30.0,1,8,2026-07-06
7374,85.0,2,3;9,2026-07-06
7377,75.0,1,6,2026-07-06
7378,40.33,1,10,2026-07-06
7380,50.0,2,3;9,2026-07-06
7381,30.0,2,3;9,2026-07-06
7384,100.0,2,3;9,2026-07-06
7388,94.0,2,5;11,2026-07-06
7389,30.0,2,3;9,2026-07-06
7399,20.0,2,3;9,2026-07-06
7412,2.0,1,3,2026-07-06
7413,20.0,1,3,2026-07-06
7414,69.0,2,3;9,2026-07-06
7416,15.5,1,3,2026-07-06
7417,65.0,2,3;9,2026-07-06
7419,20.0,2,3;9,2026-07-06
7421,20.0,1,3,2026-07-06
7422,11.4,2,6;12,2026-07-06
7425,80.0,1,12,2026-07-06
7426,30.0,1,3,2026-07-06
7427,30.0,2,2;8,2026-07-06
7433,220.0,2,3;9,2026-07-06
7434,37.0,1,5,2026-07-06
7435,40.0,2,4;10,2026-07-06
7438,58.0,2,3;9,2026-07-06
7442,12.0,1,3,2026-07-06
7443,8.0,2,3;9,2026-07-06
7444,60.0,1,3,2026-07-06
7446,105.0,1,9,2026-07-06
7447,60.0,1,8,2026-07-06
7453,28.0,2,2;8,2026-07-06
7456,110.0,2,3;9,2026-07-06
7458,68.0,2,3;9,2026-07-06
7459,68.0,2,3;9,2026-07-06
7460,180.0,2,3;9,2026-07-06
7461,14.0,1,3,2026-07-06
7462,10.0,2,3;9,2026-07-06
7463,40.0,2,3;9,2026-07-06
7464,60.0,1,3,2026-07-06
7466,41.0,2,3;9,2026-07-06
7472,120.0,1,3,2026-07-06
7475,70.0,2,3;9,2026-07-06
7476,66.0,2,3;9,2026-07-06
